# ells, tt, te, ee, bb
0.000000000000000000e+00 1.085940457271110382e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.680469155091030675e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 2.898149004665047102e-01 0.000000000000000000e+00 1.083084163373428022e-07 2.443708926638390076e-06
3.000000000000000000e+00 1.451404472477005048e-01 0.000000000000000000e+00 1.083084168538174757e-07 2.443709292075266748e-06
4.000000000000000000e+00 8.722409184083101952e-02 0.000000000000000000e+00 1.083084175768820028e-07 2.443709803686985314e-06
5.000000000000000000e+00 5.824262727087079622e-02 0.000000000000000000e+00 1.083084185065363834e-07 2.443710461473637677e-06
6.000000000000000000e+00 4.166848337574727279e-02 0.000000000000000000e+00 1.083084196427806704e-07 2.443711265435341999e-06
7.000000000000000000e+00 3.130132655861786461e-02 0.000000000000000000e+00 1.083084209856148110e-07 2.443712215572243122e-06
8.000000000000000000e+00 2.438434416629494880e-02 0.000000000000000000e+00 1.083084225350388580e-07 2.443713311884511299e-06
9.000000000000000000e+00 1.953857522255164278e-02 0.000000000000000000e+00 1.083084242910527851e-07 2.443714554372343043e-06
1.000000000000000000e+01 1.601155690502855874e-02 0.000000000000000000e+00 1.083084262536566186e-07 2.443715943035961123e-06
1.100000000000000000e+01 1.336417615062500917e-02 0.000000000000000000e+00 1.083084284228504115e-07 2.443717477875614990e-06
1.200000000000000000e+01 1.132610094348449233e-02 0.000000000000000000e+00 1.083084307986340844e-07 2.443719158891579929e-06
1.300000000000000000e+01 9.723476586846076936e-03 0.000000000000000000e+00 1.083084333810077697e-07 2.443720986084158333e-06
1.400000000000000000e+01 8.440353441151350958e-03 0.000000000000000000e+00 1.083084361699713614e-07 2.443722959453676731e-06
1.500000000000000000e+01 7.396984203913861168e-03 0.000000000000000000e+00 1.083084391655249257e-07 2.443725079000490878e-06
1.600000000000000000e+01 6.537053964774794043e-03 0.000000000000000000e+00 1.083084423676685289e-07 2.443727344724979820e-06
1.700000000000000000e+01 5.819874666114127452e-03 0.000000000000000000e+00 1.083084457764021180e-07 2.443729756627550982e-06
1.800000000000000000e+01 5.215453541729260512e-03 0.000000000000000000e+00 1.083084493917257326e-07 2.443732314708636349e-06
1.900000000000000000e+01 4.701287022299469737e-03 0.000000000000000000e+00 1.083084532136394258e-07 2.443735018968695437e-06
2.000000000000000000e+01 4.260222646049695652e-03 0.000000000000000000e+00 1.083084572421431578e-07 2.443737869408213595e-06
2.100000000000000000e+01 3.879000961775359076e-03 0.000000000000000000e+00 1.083084614772370080e-07 2.443740866027702433e-06
2.200000000000000000e+01 3.547240840104403693e-03 0.000000000000000000e+00 1.083084659189209764e-07 2.443744008827699391e-06
2.300000000000000000e+01 3.256720602525479871e-03 0.000000000000000000e+00 1.083084705671951160e-07 2.443747297808769019e-06
2.400000000000000000e+01 3.000860272476748355e-03 0.000000000000000000e+00 1.083084754220594135e-07 2.443750732971500849e-06
2.500000000000000000e+01 2.774343150558193378e-03 0.000000000000000000e+00 1.083084804835138822e-07 2.443754314316511523e-06
2.600000000000000000e+01 2.572835343321842622e-03 0.000000000000000000e+00 1.083084857515586412e-07 2.443758041844443515e-06
2.700000000000000000e+01 2.392775472067878908e-03 0.000000000000000000e+00 1.083084912261936242e-07 2.443761915555965982e-06
2.800000000000000000e+01 2.231214995913044334e-03 0.000000000000000000e+00 1.083084969074188976e-07 2.443765935451774759e-06
2.900000000000000000e+01 2.085695837397023075e-03 0.000000000000000000e+00 1.083085027952345009e-07 2.443770101532589403e-06
